notification_id,work_order_id,functional_location,asset_id,notification_date,notification_priority,notification_source,detected_by_team,inspection_route_type,symptom,failure_mode,repeat_failure_code,responsible_discipline,reassigned_discipline,planner_group,notification_status,order_created_date,order_type,order_status,planned_start_date,planned_finish_date,actual_start_date,actual_end_date,replanning_count,closure_code,closure_text,action_type,action_text,defect_confirmed,labor_hours,maintenance_cost,linked_loss_event_id,island,area,system_id,system_name,asset_type,asset_criticality,converted_to_order,closed_without_order,confirmed_closed_without_order,unconfirmed_closed_without_order,recurrent_notification,days_since_previous_same_defect,notification_age_days,days_to_order,execution_lead_days,active_backlog,risk_class,risk_sort_order,defect_status,maintenance_response_state
N0000726,,PLT-RU-LIM-LMF,FT-LIM-LMF-01,2024-10-18,3,Operator Report,Lime Kiln - Operations,,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,LIM-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.78,210.25,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,Flow Transmitter,B,FALSE,TRUE,FALSE,TRUE,FALSE,216,393,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000727,,PLT-RU-UTL-PWT,FT-UTL-PWT-01,2024-10-18,2,Operator Route,Utilities - Operations,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,UTL-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.86,189.89,,Recovery & Utilities,Utilities,SYS-RU-UTL-PWT,Process Water,Flow Transmitter,B,FALSE,TRUE,TRUE,FALSE,FALSE,,393,,,FALSE,R4,4,Defect almost failure,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000728,,PLT-RU-LIM-DRV,DRV-LIM-DRV-01,2024-10-19,3,Maintenance Sensory Route,Lime Kiln - Maintenance Route A,Sensory Route,Rotating assembly shows dominant once-per-revolution vibration.,IMBALANCE,IMBALANCE,Mechanical,,LIM-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.75,202.32,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-DRV,Kiln Drive,Drive,A,FALSE,TRUE,FALSE,TRUE,FALSE,416,392,,,FALSE,R5,5,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000729,WO0000435,PLT-FL-DIG-BLC,PT-DIG-BLC-01,2024-10-19,3,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,Automation,DIG-AUTOMATION,Closed,2024-10-20,PM02,Completed,2024-11-29,2024-12-01,2024-11-29,2024-12-01,1,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.61,1655.73,,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,Pressure Transmitter,A,TRUE,FALSE,FALSE,FALSE,FALSE,539,392,1,43,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000730,,PLT-FL-WSH-FIL,FV-WSH-FIL-01,2024-10-20,3,Operator Route,Washing & Screening - Operations,Sensory Route,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,WSH-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.74,331.27,,Fiber Line,Washing & Screening,SYS-FL-WSH-FIL,Filtrate System,Control Valve,C,FALSE,TRUE,TRUE,FALSE,FALSE,343,391,,,FALSE,R9,9,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000731,WO0000436,PLT-FL-DIG-BLC,XV-DIG-BLC-01,2024-10-20,2,Process Alarm,Digester - Control Room,Process / Control Monitoring,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Instrumentation,,DIG-INSTRUMENTATION,Closed,2024-10-21,PM02,Completed,2024-12-03,2024-12-04,2024-12-03,2024-12-04,2,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.04,205.68,,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,On/Off Valve,A,TRUE,FALSE,FALSE,FALSE,FALSE,,391,1,45,FALSE,R2,2,Defect almost failure,MONITOR_CONDITION
N0000732,WO0000437,PLT-RU-CAU-LMH,M-CAU-LMH-01,2024-10-21,3,Planned Inspection,Causticizing - Inspection,Planned Inspection,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,CAU-ELECTRICAL,Closed,2024-10-23,PM02,Completed,2025-01-01,2025-01-03,2025-01-01,2025-01-03,3,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,5.60,1372.64,,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,Motor,B,TRUE,FALSE,FALSE,FALSE,TRUE,177,390,2,74,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000733,WO0000438,PLT-RU-EVA-CIR,P-EVA-CIR-01,2024-10-21,2,Operator Route,Evaporation - Operations,Sensory Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,EVA-MECHANICAL,Closed,2024-10-21,PM02,Completed,2024-11-17,2024-11-17,2024-11-17,2024-11-17,2,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,22.13,15658.82,,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,Pump,B,TRUE,FALSE,FALSE,FALSE,FALSE,445,390,0,27,FALSE,R4,4,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000734,,PLT-FL-DRY-PRS,PT-DRY-PRS-01,2024-10-22,3,Operator Route,Drying - Operations,Sensory Route,Pressure response delayed during process change.,IMPULSE_LINE_RESTRICTION,IMPULSE_LINE_RESTRICTION,Instrumentation,,DRY-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.54,293.42,,Fiber Line,Drying,SYS-FL-DRY-PRS,Press Section,Pressure Transmitter,B,FALSE,TRUE,TRUE,FALSE,FALSE,,389,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000735,WO0000439,PLT-FL-BLE-CHM,AG-BLE-CHM-01,2024-10-23,3,Operator Route,Bleaching - Operations,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,BLE-MECHANICAL,Closed,2024-10-24,PM02,Completed,2025-01-05,2025-01-06,2025-01-05,2025-01-06,3,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,11.49,4107.70,,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,Agitator,B,TRUE,FALSE,FALSE,FALSE,FALSE,606,388,1,75,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000736,WO0000440,PLT-RU-UTL-ELD,CB-UTL-ELD-01,2024-10-24,3,Operator Route,Utilities - Operations,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,UTL-ELECTRICAL,Closed,2024-10-24,PM02,Completed,2024-11-25,2024-11-26,2024-11-25,2024-11-26,1,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,19.28,18568.70,,Recovery & Utilities,Utilities,SYS-RU-UTL-ELD,Electrical Distribution,Circuit Breaker,A,TRUE,FALSE,FALSE,FALSE,FALSE,,387,0,33,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000737,WO0000441,PLT-RU-CAU-SLK,M-CAU-SLK-01,2024-10-25,3,Process Alarm,Causticizing - Control Room,Process / Control Monitoring,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,CAU-LUBRICATION,Closed,2024-10-29,PM02,Cancelled,2024-12-11,2024-12-12,,,1,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,1.17,211.46,,Recovery & Utilities,Causticizing,SYS-RU-CAU-SLK,Slaking,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,386,4,,FALSE,R5,5,Defect,CANCELLED
N0000738,WO0000442,PLT-RU-RB-SMT,P-RB-SMT-01,2024-10-25,1,Breakdown / Corrective,Recovery Boiler - Operations,,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,RB-MECHANICAL,Closed,2024-10-25,CM01,Completed,2024-12-07,2024-12-07,2024-12-07,2024-12-07,3,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,15.26,10797.43,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SMT,Smelt Handling,Pump,B,TRUE,FALSE,FALSE,FALSE,FALSE,,386,0,43,FALSE,R3,3,Fault,COMPLETED_CORRECTIVE_ACTION
N0000739,,PLT-RU-CAU-SLK,TT-CAU-SLK-01,2024-10-25,3,Planned Inspection,Causticizing - Inspection,Planned Inspection,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,CAU-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.57,178.57,,Recovery & Utilities,Causticizing,SYS-RU-CAU-SLK,Slaking,Temperature Transmitter,B,FALSE,TRUE,TRUE,FALSE,FALSE,192,386,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000740,WO0000443,PLT-FL-DIG-BLC,PSHH-DIG-BLC-01,2024-10-26,1,Planned Inspection,Digester - Inspection,Planned Inspection,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,DIG-AUTOMATION,Closed,2024-10-26,CM01,Completed,2024-12-04,2024-12-04,2024-12-04,2024-12-04,3,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,9.46,2790.15,,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,Pressure Switch,A,TRUE,FALSE,FALSE,FALSE,FALSE,,385,0,39,FALSE,R1,1,Fault,COMPLETED_CORRECTIVE_ACTION
N0000741,WO0000444,PLT-FL-DRY-PRS,PT-DRY-PRS-01,2024-10-27,2,Operator Report,Drying - Operations,,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,DRY-INSTRUMENTATION,Closed,2024-10-28,PM02,Completed,2024-11-08,2024-11-10,2024-11-08,2024-11-10,0,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,6.03,4896.03,,Fiber Line,Drying,SYS-FL-DRY-PRS,Press Section,Pressure Transmitter,B,TRUE,FALSE,FALSE,FALSE,FALSE,,384,1,14,FALSE,R4,4,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000742,,PLT-FL-BLE-DOS,FV-BLE-DOS-01,2024-10-29,2,Operator Route,Bleaching - Operations,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,BLE-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.29,281.40,,Fiber Line,Bleaching,SYS-FL-BLE-DOS,Chemical Dosing,Control Valve,B,FALSE,TRUE,TRUE,FALSE,FALSE,,382,,,FALSE,R4,4,Defect almost failure,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000743,WO0000445,PLT-RU-CAU-SLK,M-CAU-SLK-01,2024-10-29,1,Breakdown / Corrective,Causticizing - Operations,,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,CAU-ELECTRICAL,Closed,2024-10-29,CM01,Completed,2024-11-01,2024-11-01,2024-11-01,2024-11-01,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,18.89,12183.16,,Recovery & Utilities,Causticizing,SYS-RU-CAU-SLK,Slaking,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,382,0,3,FALSE,R1,1,Fault,COMPLETED_CORRECTIVE_ACTION
N0000744,WO0000446,PLT-FL-WSH-KNR,XV-WSH-KNR-01,2024-10-29,3,Process Alarm,Washing & Screening - Control Room,Process / Control Monitoring,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,Instrumentation,WSH-INSTRUMENTATION,Closed,2024-10-29,PM02,Completed,2024-12-01,2024-12-02,2024-12-01,2024-12-02,0,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.28,256.73,,Fiber Line,Washing & Screening,SYS-FL-WSH-KNR,Knot Removal,On/Off Valve,C,TRUE,FALSE,FALSE,FALSE,FALSE,292,382,0,34,FALSE,R9,9,Defect,MONITOR_CONDITION
N0000745,,PLT-FL-DRY-LUB,PT-DRY-LUB-01,2024-11-03,2,Planned Inspection,Drying - Inspection,Planned Inspection,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,DRY-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.27,225.39,,Fiber Line,Drying,SYS-FL-DRY-LUB,Lubrication System,Pressure Transmitter,B,FALSE,TRUE,TRUE,FALSE,FALSE,565,377,,,FALSE,R4,4,Defect almost failure,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000746,WO0000447,PLT-FL-WSH-FIL,LT-WSH-FIL-01,2024-11-04,2,Planned Inspection,Washing & Screening - Inspection,Planned Inspection,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,WSH-INSTRUMENTATION,Closed,2024-11-05,PM02,Completed,2024-12-12,2024-12-14,2024-12-12,2024-12-14,3,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,3.63,1070.80,,Fiber Line,Washing & Screening,SYS-FL-WSH-FIL,Filtrate System,Level Transmitter,C,TRUE,FALSE,FALSE,FALSE,TRUE,66,376,1,40,FALSE,R8,8,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000747,WO0000448,PLT-FL-DRY-LUB,M-DRY-LUB-01,2024-11-05,3,Planned Inspection,Drying - Inspection,Planned Inspection,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,DRY-ELECTRICAL,Closed,2024-11-05,PM02,Completed,2025-02-26,2025-02-27,2025-02-26,2025-02-27,5,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,4.52,1106.41,,Fiber Line,Drying,SYS-FL-DRY-LUB,Lubrication System,Motor,C,TRUE,FALSE,FALSE,FALSE,FALSE,552,375,0,114,FALSE,R9,9,Defect,COMPLETED_CORRECTIVE_ACTION
N0000748,WO0000449,PLT-RU-CAU-GLC,M-CAU-GLC-01,2024-11-06,2,Planned Inspection,Causticizing - Inspection,Planned Inspection,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Condition Monitoring,Electrical,CAU-ELECTRICAL,Closed,2024-11-07,PM02,Completed,2024-12-16,2024-12-16,2024-12-16,2024-12-16,2,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,11.80,7610.32,,Recovery & Utilities,Causticizing,SYS-RU-CAU-GLC,Green Liquor Clarification,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,374,1,40,FALSE,R4,4,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000749,WO0000450,PLT-FL-DIG-DIS,P-DIG-DIS-01,2024-11-06,2,Operator Route,Digester - Operations,Sensory Route,Oil sample shows elevated contamination.,OIL_CONTAMINATION,OIL_CONTAMINATION,Lubrication,,DIG-LUBRICATION,Closed,2024-11-10,PM02,Completed,2024-12-02,2024-12-03,2024-12-02,2024-12-03,1,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,7.22,3694.37,,Fiber Line,Digester,SYS-FL-DIG-DIS,Digester Discharge,Pump,A,TRUE,FALSE,FALSE,FALSE,FALSE,,374,4,27,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000750,WO0000451,PLT-FL-DRY-LUB,LU-DRY-LUB-01,2024-11-07,3,Operator Route,Drying - Operations,Sensory Route,Oil sample shows elevated contamination.,OIL_CONTAMINATION,OIL_CONTAMINATION,Lubrication,,DRY-LUBRICATION,Closed,2024-11-12,PM02,Completed,2024-12-06,2024-12-07,2024-12-06,2024-12-07,1,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,5.34,2734.45,,Fiber Line,Drying,SYS-FL-DRY-LUB,Lubrication System,Lubrication Unit,A,TRUE,FALSE,FALSE,FALSE,FALSE,,373,5,30,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000751,WO0000452,PLT-RU-CAU-LMH,M-CAU-LMH-01,2024-11-07,2,Operator Route,Causticizing - Operations,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,CAU-ELECTRICAL,Closed,2024-11-08,PM02,Completed,2024-11-26,2024-11-27,2024-11-26,2024-11-27,1,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,32.68,31474.11,,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,373,1,20,FALSE,R4,4,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000752,WO0000453,PLT-RU-EVA-VAC,PT-EVA-VAC-01,2024-11-07,3,Operator Route,Evaporation - Operations,Sensory Route,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,Automation,EVA-AUTOMATION,Closed,2024-11-09,PM02,Completed,2024-12-28,2024-12-30,2024-12-28,2024-12-30,5,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,3.73,1100.02,,Recovery & Utilities,Evaporation,SYS-RU-EVA-VAC,Vacuum System,Pressure Transmitter,B,TRUE,FALSE,FALSE,FALSE,FALSE,430,373,2,53,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000753,WO0000454,PLT-RU-CAU-LMH,P-CAU-LMH-01,2024-11-09,3,Condition Monitoring,Causticizing - Condition Monitoring,Predictive Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,CAU-MECHANICAL,Closed,2024-11-13,PM02,Completed,2024-12-09,2024-12-11,2024-12-09,2024-12-11,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,19.97,14132.25,,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,Pump,B,TRUE,FALSE,FALSE,FALSE,FALSE,182,371,4,32,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000754,WO0000455,PLT-RU-UTL-ELD,TR-UTL-ELD-01,2024-11-11,3,Condition Monitoring,Utilities - Condition Monitoring,Predictive Route,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Condition Monitoring,,UTL-CONDITION_MONITORING,Closed,2024-11-11,PM02,Completed,2025-01-02,2025-01-02,2025-01-02,2025-01-02,2,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,10.40,3068.01,,Recovery & Utilities,Utilities,SYS-RU-UTL-ELD,Electrical Distribution,Transformer,A,TRUE,FALSE,FALSE,FALSE,TRUE,75,369,0,52,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000755,,PLT-RU-CAU-LMH,P-CAU-LMH-01,2024-11-12,3,Maintenance Sensory Route,Causticizing - Maintenance Route A,Sensory Route,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Condition Monitoring,,CAU-CONDITION_MONITORING,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.38,135.29,,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,Pump,B,FALSE,TRUE,TRUE,FALSE,FALSE,,368,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000756,WO0000456,PLT-RU-LIM-BRN,FT-LIM-BRN-01,2024-11-13,3,Operator Route,Lime Kiln - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,LIM-INSTRUMENTATION,Closed,2024-11-13,PM02,Completed,2024-12-25,2024-12-26,2024-12-25,2024-12-26,1,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,2.90,854.03,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-BRN,Burner System,Flow Transmitter,B,TRUE,FALSE,FALSE,FALSE,FALSE,,367,0,43,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000757,WO0000457,PLT-FL-DIG-CIR,FV-DIG-CIR-01,2024-11-13,2,Process Alarm,Digester - Control Room,Process / Control Monitoring,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,DIG-VALVES,Closed,2024-11-15,PM02,Completed,2024-12-18,2024-12-20,2024-12-18,2024-12-20,3,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,9.47,5515.76,,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,Control Valve,A,TRUE,FALSE,FALSE,FALSE,FALSE,389,367,2,37,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000758,WO0000458,PLT-FL-WSH-SCR,M-WSH-SCR-01,2024-11-14,3,Condition Monitoring,Washing & Screening - Condition Monitoring,Predictive Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Condition Monitoring,,WSH-CONDITION_MONITORING,Closed,2024-11-16,PM02,Completed,2024-12-29,2024-12-30,2024-12-29,2024-12-30,1,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,21.11,20336.52,,Fiber Line,Washing & Screening,SYS-FL-WSH-SCR,Screening,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,366,2,46,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000759,,PLT-FL-DIG-BLC,PT-DIG-BLC-01,2024-11-14,2,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,Automation,DIG-AUTOMATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.11,209.55,,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,Pressure Transmitter,A,FALSE,TRUE,FALSE,TRUE,FALSE,234,366,,,FALSE,R2,2,Defect almost failure,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000760,WO0000459,PLT-FL-WSH-SCR,DPIT-WSH-SCR-01,2024-11-15,3,Operator Route,Washing & Screening - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,WSH-INSTRUMENTATION,Closed,2024-11-15,PM02,Completed,2024-12-01,2024-12-01,2024-12-01,2024-12-01,0,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.88,1735.86,,Fiber Line,Washing & Screening,SYS-FL-WSH-SCR,Screening,Differential Pressure Transmitter,C,TRUE,FALSE,FALSE,FALSE,FALSE,607,365,0,16,FALSE,R9,9,Defect,COMPLETED_CORRECTIVE_ACTION
