notification_id,work_order_id,functional_location,asset_id,notification_date,notification_priority,notification_source,detected_by_team,inspection_route_type,symptom,failure_mode,repeat_failure_code,responsible_discipline,reassigned_discipline,planner_group,notification_status,order_created_date,order_type,order_status,planned_start_date,planned_finish_date,actual_start_date,actual_end_date,replanning_count,closure_code,closure_text,action_type,action_text,defect_confirmed,labor_hours,maintenance_cost,linked_loss_event_id
N0000716,WO0000427,PLT-RU-LIM-LMF,M-LIM-LMF-01,2024-10-10,2,Condition Monitoring,Lime Kiln - Condition Monitoring,Predictive Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,LIM-ELECTRICAL,Closed,2024-10-12,PM02,Completed,2024-10-23,2024-10-25,2024-10-23,2024-10-25,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,5.18,1529.07,
N0000717,,PLT-RU-LIM-LMF,FV-LIM-LMF-01,2024-10-11,3,Operator Route,Lime Kiln - Operations,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,LIM-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.21,244.45,
N0000718,WO0000428,PLT-RU-LIM-IDF,M-LIM-IDF-01,2024-10-11,1,Planned Inspection,Lime Kiln - Inspection,Planned Inspection,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Condition Monitoring,Electrical,LIM-ELECTRICAL,Closed,2024-10-11,CM01,Completed,2024-10-26,2024-10-28,2024-10-26,2024-10-28,1,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.56,120.12,
N0000719,WO0000429,PLT-RU-RB-AIR,DV-RB-AIR-01,2024-10-12,2,Operator Route,Recovery Boiler - Operations,Sensory Route,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,RB-AUTOMATION,Closed,2024-10-12,PM02,Completed,2024-11-17,2024-11-19,2024-11-17,2024-11-19,2,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,7.84,2313.54,
N0000720,WO0000430,PLT-FL-BLE-STW,M-BLE-STW-01,2024-10-13,3,Planned Inspection,Bleaching - Inspection,Planned Inspection,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Condition Monitoring,,BLE-CONDITION_MONITORING,Closed,2024-10-16,PM02,Cancelled,2024-12-01,2024-12-01,,,2,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,1.82,304.82,
N0000721,,PLT-RU-LIM-BRN,BRN-LIM-BRN-01,2024-10-14,3,Operator Report,Lime Kiln - Operations,,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Mechanical,,LIM-MECHANICAL,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.96,363.97,
N0000722,WO0000431,PLT-RU-RB-STM,PT-RB-STM-01,2024-10-14,1,Operator Route,Recovery Boiler - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,RB-INSTRUMENTATION,Closed,2024-10-15,CM01,Completed,2024-10-18,2024-10-19,2024-10-18,2024-10-19,0,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,4.88,1440.79,
N0000723,WO0000432,PLT-FL-DRY-FOR,DRV-DRY-FOR-01,2024-10-15,2,Planned Inspection,Drying - Inspection,Planned Inspection,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Condition Monitoring,,DRY-CONDITION_MONITORING,Closed,2024-10-15,PM02,Completed,2024-10-30,2024-10-30,2024-10-30,2024-10-30,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,9.73,6973.02,
N0000724,WO0000433,PLT-RU-UTL-AIR,CMP-UTL-AIR-01,2024-10-16,1,Operator Report,Utilities - Operations,,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,UTL-MECHANICAL,Closed,2024-10-21,CM01,Completed,2024-11-04,2024-11-04,2024-11-04,2024-11-04,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,19.64,14069.91,
N0000725,WO0000434,PLT-RU-UTL-AIR,CMP-UTL-AIR-01,2024-10-18,2,Planned Inspection,Utilities - Inspection,Planned Inspection,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,UTL-MECHANICAL,Closed,2024-10-21,PM02,Completed,2024-11-12,2024-11-13,2024-11-12,2024-11-13,1,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,11.24,4018.04,
N0000726,,PLT-RU-LIM-LMF,FT-LIM-LMF-01,2024-10-18,3,Operator Report,Lime Kiln - Operations,,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,LIM-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.78,210.25,
N0000727,,PLT-RU-UTL-PWT,FT-UTL-PWT-01,2024-10-18,2,Operator Route,Utilities - Operations,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,UTL-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.86,189.89,
N0000728,,PLT-RU-LIM-DRV,DRV-LIM-DRV-01,2024-10-19,3,Maintenance Sensory Route,Lime Kiln - Maintenance Route A,Sensory Route,Rotating assembly shows dominant once-per-revolution vibration.,IMBALANCE,IMBALANCE,Mechanical,,LIM-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.75,202.32,
N0000729,WO0000435,PLT-FL-DIG-BLC,PT-DIG-BLC-01,2024-10-19,3,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,Automation,DIG-AUTOMATION,Closed,2024-10-20,PM02,Completed,2024-11-29,2024-12-01,2024-11-29,2024-12-01,1,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.61,1655.73,
N0000730,,PLT-FL-WSH-FIL,FV-WSH-FIL-01,2024-10-20,3,Operator Route,Washing & Screening - Operations,Sensory Route,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,WSH-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.74,331.27,
N0000731,WO0000436,PLT-FL-DIG-BLC,XV-DIG-BLC-01,2024-10-20,2,Process Alarm,Digester - Control Room,Process / Control Monitoring,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Instrumentation,,DIG-INSTRUMENTATION,Closed,2024-10-21,PM02,Completed,2024-12-03,2024-12-04,2024-12-03,2024-12-04,2,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.04,205.68,
N0000732,WO0000437,PLT-RU-CAU-LMH,M-CAU-LMH-01,2024-10-21,3,Planned Inspection,Causticizing - Inspection,Planned Inspection,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,CAU-ELECTRICAL,Closed,2024-10-23,PM02,Completed,2025-01-01,2025-01-03,2025-01-01,2025-01-03,3,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,5.60,1372.64,
N0000733,WO0000438,PLT-RU-EVA-CIR,P-EVA-CIR-01,2024-10-21,2,Operator Route,Evaporation - Operations,Sensory Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,EVA-MECHANICAL,Closed,2024-10-21,PM02,Completed,2024-11-17,2024-11-17,2024-11-17,2024-11-17,2,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,22.13,15658.82,
N0000734,,PLT-FL-DRY-PRS,PT-DRY-PRS-01,2024-10-22,3,Operator Route,Drying - Operations,Sensory Route,Pressure response delayed during process change.,IMPULSE_LINE_RESTRICTION,IMPULSE_LINE_RESTRICTION,Instrumentation,,DRY-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.54,293.42,
N0000735,WO0000439,PLT-FL-BLE-CHM,AG-BLE-CHM-01,2024-10-23,3,Operator Route,Bleaching - Operations,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,BLE-MECHANICAL,Closed,2024-10-24,PM02,Completed,2025-01-05,2025-01-06,2025-01-05,2025-01-06,3,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,11.49,4107.70,
N0000736,WO0000440,PLT-RU-UTL-ELD,CB-UTL-ELD-01,2024-10-24,3,Operator Route,Utilities - Operations,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,UTL-ELECTRICAL,Closed,2024-10-24,PM02,Completed,2024-11-25,2024-11-26,2024-11-25,2024-11-26,1,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,19.28,18568.70,
N0000737,WO0000441,PLT-RU-CAU-SLK,M-CAU-SLK-01,2024-10-25,3,Process Alarm,Causticizing - Control Room,Process / Control Monitoring,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,CAU-LUBRICATION,Closed,2024-10-29,PM02,Cancelled,2024-12-11,2024-12-12,,,1,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,1.17,211.46,
N0000738,WO0000442,PLT-RU-RB-SMT,P-RB-SMT-01,2024-10-25,1,Breakdown / Corrective,Recovery Boiler - Operations,,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,RB-MECHANICAL,Closed,2024-10-25,CM01,Completed,2024-12-07,2024-12-07,2024-12-07,2024-12-07,3,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,15.26,10797.43,
N0000739,,PLT-RU-CAU-SLK,TT-CAU-SLK-01,2024-10-25,3,Planned Inspection,Causticizing - Inspection,Planned Inspection,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,CAU-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.57,178.57,
N0000740,WO0000443,PLT-FL-DIG-BLC,PSHH-DIG-BLC-01,2024-10-26,1,Planned Inspection,Digester - Inspection,Planned Inspection,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,DIG-AUTOMATION,Closed,2024-10-26,CM01,Completed,2024-12-04,2024-12-04,2024-12-04,2024-12-04,3,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,9.46,2790.15,
N0000741,WO0000444,PLT-FL-DRY-PRS,PT-DRY-PRS-01,2024-10-27,2,Operator Report,Drying - Operations,,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,DRY-INSTRUMENTATION,Closed,2024-10-28,PM02,Completed,2024-11-08,2024-11-10,2024-11-08,2024-11-10,0,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,6.03,4896.03,
N0000742,,PLT-FL-BLE-DOS,FV-BLE-DOS-01,2024-10-29,2,Operator Route,Bleaching - Operations,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,BLE-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.29,281.40,
N0000743,WO0000445,PLT-RU-CAU-SLK,M-CAU-SLK-01,2024-10-29,1,Breakdown / Corrective,Causticizing - Operations,,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,CAU-ELECTRICAL,Closed,2024-10-29,CM01,Completed,2024-11-01,2024-11-01,2024-11-01,2024-11-01,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,18.89,12183.16,
N0000744,WO0000446,PLT-FL-WSH-KNR,XV-WSH-KNR-01,2024-10-29,3,Process Alarm,Washing & Screening - Control Room,Process / Control Monitoring,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,Instrumentation,WSH-INSTRUMENTATION,Closed,2024-10-29,PM02,Completed,2024-12-01,2024-12-02,2024-12-01,2024-12-02,0,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.28,256.73,
N0000745,,PLT-FL-DRY-LUB,PT-DRY-LUB-01,2024-11-03,2,Planned Inspection,Drying - Inspection,Planned Inspection,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,DRY-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.27,225.39,
N0000746,WO0000447,PLT-FL-WSH-FIL,LT-WSH-FIL-01,2024-11-04,2,Planned Inspection,Washing & Screening - Inspection,Planned Inspection,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,WSH-INSTRUMENTATION,Closed,2024-11-05,PM02,Completed,2024-12-12,2024-12-14,2024-12-12,2024-12-14,3,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,3.63,1070.80,
N0000747,WO0000448,PLT-FL-DRY-LUB,M-DRY-LUB-01,2024-11-05,3,Planned Inspection,Drying - Inspection,Planned Inspection,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,DRY-ELECTRICAL,Closed,2024-11-05,PM02,Completed,2025-02-26,2025-02-27,2025-02-26,2025-02-27,5,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,4.52,1106.41,
N0000748,WO0000449,PLT-RU-CAU-GLC,M-CAU-GLC-01,2024-11-06,2,Planned Inspection,Causticizing - Inspection,Planned Inspection,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Condition Monitoring,Electrical,CAU-ELECTRICAL,Closed,2024-11-07,PM02,Completed,2024-12-16,2024-12-16,2024-12-16,2024-12-16,2,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,11.80,7610.32,
N0000749,WO0000450,PLT-FL-DIG-DIS,P-DIG-DIS-01,2024-11-06,2,Operator Route,Digester - Operations,Sensory Route,Oil sample shows elevated contamination.,OIL_CONTAMINATION,OIL_CONTAMINATION,Lubrication,,DIG-LUBRICATION,Closed,2024-11-10,PM02,Completed,2024-12-02,2024-12-03,2024-12-02,2024-12-03,1,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,7.22,3694.37,
N0000750,WO0000451,PLT-FL-DRY-LUB,LU-DRY-LUB-01,2024-11-07,3,Operator Route,Drying - Operations,Sensory Route,Oil sample shows elevated contamination.,OIL_CONTAMINATION,OIL_CONTAMINATION,Lubrication,,DRY-LUBRICATION,Closed,2024-11-12,PM02,Completed,2024-12-06,2024-12-07,2024-12-06,2024-12-07,1,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,5.34,2734.45,
N0000751,WO0000452,PLT-RU-CAU-LMH,M-CAU-LMH-01,2024-11-07,2,Operator Route,Causticizing - Operations,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,CAU-ELECTRICAL,Closed,2024-11-08,PM02,Completed,2024-11-26,2024-11-27,2024-11-26,2024-11-27,1,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,32.68,31474.11,
N0000752,WO0000453,PLT-RU-EVA-VAC,PT-EVA-VAC-01,2024-11-07,3,Operator Route,Evaporation - Operations,Sensory Route,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,Automation,EVA-AUTOMATION,Closed,2024-11-09,PM02,Completed,2024-12-28,2024-12-30,2024-12-28,2024-12-30,5,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,3.73,1100.02,
N0000753,WO0000454,PLT-RU-CAU-LMH,P-CAU-LMH-01,2024-11-09,3,Condition Monitoring,Causticizing - Condition Monitoring,Predictive Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,CAU-MECHANICAL,Closed,2024-11-13,PM02,Completed,2024-12-09,2024-12-11,2024-12-09,2024-12-11,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,19.97,14132.25,
N0000754,WO0000455,PLT-RU-UTL-ELD,TR-UTL-ELD-01,2024-11-11,3,Condition Monitoring,Utilities - Condition Monitoring,Predictive Route,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Condition Monitoring,,UTL-CONDITION_MONITORING,Closed,2024-11-11,PM02,Completed,2025-01-02,2025-01-02,2025-01-02,2025-01-02,2,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,10.40,3068.01,
N0000755,,PLT-RU-CAU-LMH,P-CAU-LMH-01,2024-11-12,3,Maintenance Sensory Route,Causticizing - Maintenance Route A,Sensory Route,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Condition Monitoring,,CAU-CONDITION_MONITORING,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.38,135.29,
N0000756,WO0000456,PLT-RU-LIM-BRN,FT-LIM-BRN-01,2024-11-13,3,Operator Route,Lime Kiln - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,LIM-INSTRUMENTATION,Closed,2024-11-13,PM02,Completed,2024-12-25,2024-12-26,2024-12-25,2024-12-26,1,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,2.90,854.03,
